,Listing,Price,Address,Link,Floor_space_m²,Number_bedrooms,Area
1014,2 Bed Apartment in Wynberg Upper,2695000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3279060,107,2, Wynberg Upper
1015,2 Bed Apartment in Kenilworth Upper,2695000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/T3237303,122,2, Kenilworth Upper
1016,4 Bed House in Plumstead,2699000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/T3417886,119,4, Plumstead
1017,3 Bed House in Wynberg Upper,2700000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3483151,371,3, Wynberg Upper
1018,3 Bed House in Harfield Village,2700000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/harfield-village/T3409375,198,3, Harfield Village
1019,1 Bed Apartment in Newlands,2750000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/newlands/T3478675,82,1, Newlands
1020,3 Bed Townhouse in Wynberg Upper,2750000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3234740,146,3, Wynberg Upper
1021,3 Bed Townhouse in Wynberg Upper,2750000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3234723,146,3, Wynberg Upper
1022,2 Bed Apartment in Rondebosch,2775000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/T3456533,71,2, Rondebosch
1023,3 Bed House in Plumstead,2795000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/T3435983,119,3, Plumstead
1024,3 Bed House in Pinelands,2795000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/T3371858,113,3, Pinelands
1025,3 Bed House in Claremont,2795000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/T3298954,133,3, Claremont
1026,2 Bed Apartment in Claremont Upper,2799000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/T3453698,75,2, Claremont Upper
1027,4 Bed House in Wynberg Upper,2800000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3471866,743,4, Wynberg Upper
